symbol,timeframe,side,score,confidence,confidence_label,risk_label,actionability,regime,mtf_direction,mtf_consensus,mtf_quality,rank_score,provider,price,notes,opportunity_score,quality_label,quality_stars,recommendation,trade_quality_grade,trade_quality_score,first_rr,best_rr,recommended_risk_pct,position_notional,expected_drawdown_pct,historical_win_probability,probability_ci_low,probability_ci_high,expected_r,calibration_samples,calibration_status,calibration_usable,allocation_pct,shadow_allocation_pct,decision_timestamp,entry_zone,stop_zone,targets,breadth_mode,breadth_strength,breadth_market_agreement,breadth_opportunity_strength,breadth_risk_tone,breadth_bullish_pct,breadth_bearish_pct,breadth_neutral_pct,breadth_avg_opportunity,daily_report_file
BTC/USDT,4h,NEUTRAL,35,39,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,8.69,5.77,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNB/USDT,4h,NEUTRAL,38,25,Low,Medium,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,5.05,2.4,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL/USDT,4h,NEUTRAL,34,25,Low,Medium,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,4.45,2.0,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE/USDT,4h,NEUTRAL,18,7,Low,Medium,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,1.11,0.0,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRP/USDT,4h,NEUTRAL,12,3,Low,Medium,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,0.69,0.0,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH/USDT,4h,LONG,59,54,Low-Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,76.12,69.55,Good,⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC/USDT,4h,LONG,62,54,Low-Medium,Low,WATCHLIST,TRENDING_BULL,NEUTRAL,65,MIXED,66.88,60.16,Good,⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRP/USDT,4h,LONG,44,32,Low,Low,NOT_ACTIONABLE,TRENDING_BULL,NEUTRAL,65,MIXED,32.27,27.11,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE/USDT,4h,NEUTRAL,39,26,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,8.03,5.3,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNB/USDT,4h,NEUTRAL,32,32,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,7.41,4.85,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL/USDT,4h,NEUTRAL,33,25,Low,Low,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,4.65,2.25,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE/USDT,4h,LONG,59,54,Low-Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,76.12,69.55,Good,⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC/USDT,4h,LONG,47,37,Low,Low,NOT_ACTIONABLE,TRENDING_BULL,NEUTRAL,65,MIXED,34.87,29.41,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNB/USDT,4h,NEUTRAL,42,41,Low-Medium,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,13.43,10.1,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRP/USDT,4h,NEUTRAL,41,36,Low,Low,MONITOR_ONLY,QUIET,NEUTRAL,85,NEUTRAL_DOMINANT,12.13,9.0,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH/USDT,4h,NEUTRAL,38,32,Low,Medium,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,85,NEUTRAL_DOMINANT,7.01,4.15,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL/USDT,4h,NEUTRAL,31,22,Low,Medium,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,2.21,0.0,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH/USDT,4h,LONG,83,71,Medium,Low,WATCHLIST,TRENDING_BULL,LONG,100,STRONG,102.48,94.2,Elite,⭐⭐⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC/USDT,4h,LONG,72,61,Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,90.78,83.35,Strong,⭐⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE/USDT,4h,LONG,76,74,Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,88.02,80.0,Strong,⭐⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRP/USDT,4h,LONG,68,62,Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,81.96,74.7,Strong,⭐⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNB/USDT,4h,NEUTRAL,42,45,Low-Medium,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,14.55,11.1,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL/USDT,4h,NEUTRAL,15,13,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,1.14,0.0,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNB/USDT,4h,LONG,64,58,Low-Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,79.24,72.3,Strong,⭐⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC/USDT,4h,LONG,67,57,Low-Medium,Low,WATCHLIST,TRENDING_BULL,NEUTRAL,65,MIXED,71.47,64.41,Good,⭐⭐⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOL/USDT,4h,SHORT,47,51,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BEAR,NEUTRAL,65,MIXED,38.79,32.91,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH/USDT,4h,NEUTRAL,49,36,Low,Medium,MONITOR_ONLY,TRENDING_BULL,LONG,50,CONFLICTED,11.78,8.25,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRP/USDT,4h,NEUTRAL,42,36,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,11.33,8.15,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOGE/USDT,4h,NEUTRAL,42,36,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,11.33,8.15,Ignore,⭐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETH/USDT,4h,LONG,75,69,Medium,Low,WATCHLIST,TRENDING_BULL,LONG,85,STRONG,95.47,kucoin,1824.58,"Trade Guard: ACTIONABLE -> MONITOR | Trade Guard reason: R:R برای Actionable کافی نیست: 0.92 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",87.65,Elite,⭐⭐⭐⭐⭐,MONITOR,Avoid,38,0.92,2.33,1.0,7150.98,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,41.26,2026-07-11 16:00:00,"1,819 - 1,828","1,798","1,847 | 1,865 | 1,883",MIXED,67,67,44,CAUTION,66.7,0.0,33.3,39.55,logs/reports/daily_report_20260711_223416.md
XRP/USDT,4h,LONG,59,54,Low-Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,75.62,kucoin,1.11566,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",69.05,Good,⭐⭐⭐,MONITOR,Avoid,19,1.0,2.33,1.0,7433.33,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,33.74,2026-07-11 16:00:00,1.11 - 1.12,1.10,1.13 | 1.14 | 1.15,MIXED,67,67,44,CAUTION,66.7,0.0,33.3,39.55,logs/reports/daily_report_20260711_223416.md
DOGE/USDT,4h,LONG,50,50,Low-Medium,Medium,NOT_ACTIONABLE,TRENDING_BULL,NEUTRAL,65,MIXED,37.41,kucoin,0.07535,"MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 3 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",31.41,Ignore,⭐,IGNORE,Avoid,4,0.91,2.3,1.0,7027.86,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-11 16:00:00,0.075117 - 0.075490,0.074232,0.076282 | 0.077027 | 0.077772,MIXED,67,67,44,CAUTION,66.7,0.0,33.3,39.55,logs/reports/daily_report_20260711_223416.md
BTC/USDT,4h,LONG,49,39,Low,Low,NOT_ACTIONABLE,TRENDING_BULL,NEUTRAL,65,MIXED,36.23,kucoin,64287.7,"MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 2 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",30.61,Ignore,⭐,IGNORE,Avoid,0,0.91,2.3,0.5,4537.92,-2.8,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-11 16:00:00,"64,134 - 64,380","63,549","64,903 | 65,396 | 65,888",MIXED,67,67,44,CAUTION,66.7,0.0,33.3,39.55,logs/reports/daily_report_20260711_223416.md
BNB/USDT,4h,NEUTRAL,42,45,Low-Medium,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,14.55,kucoin,580.376,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",11.1,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-11 16:00:00,نامشخص,نامشخص,,MIXED,67,67,44,CAUTION,66.7,0.0,33.3,39.55,logs/reports/daily_report_20260711_223416.md
SOL/USDT,4h,NEUTRAL,41,32,Low,Low,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,10.51,kucoin,78.14,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",7.5,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-11 16:00:00,نامشخص,نامشخص,,MIXED,67,67,44,CAUTION,66.7,0.0,33.3,39.55,logs/reports/daily_report_20260711_223416.md
ETH/USDT,4h,LONG,71,75,Medium,Low,ACTIONABLE,TRENDING_BULL,NEUTRAL,50,MIXED,83.68,kucoin,1811.4,"Trade Guard: ACTIONABLE -> MONITOR | Trade Guard reason: R:R برای Actionable کافی نیست: 0.93 | Trade Guard reason: Trade Quality برابر Avoid است | MTF هنوز جهت‌دار نیست | Thesis: Bullish Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",75.88,Strong,⭐⭐⭐⭐,MONITOR,Avoid,40,0.93,2.36,1.0,6464.29,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,25.33,2026-07-12 00:00:00,"1,805 - 1,815","1,782","1,836 | 1,856 | 1,876",MIXED,50,50,35,CAUTION,33.3,16.7,50.0,35.33,logs/reports/daily_report_20260712_075247.md
BTC/USDT,4h,LONG,73,64,Medium,Low,WATCHLIST,TRENDING_BULL,NEUTRAL,50,MIXED,77.9,kucoin,64214.7,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: R:R برای Watchlist کافی نیست: 0.91 | ارزش زیرنظر گرفتن دارد | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",70.33,Good,⭐⭐⭐,MONITOR,C,50,0.91,2.31,2.0,9156.06,-0.61,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,31.48,2026-07-12 00:00:00,"64,062 - 64,306","63,483","64,825 | 65,312 | 65,800",MIXED,50,50,35,CAUTION,33.3,16.7,50.0,35.33,logs/reports/daily_report_20260712_075247.md
SOL/USDT,4h,SHORT,55,53,Low-Medium,Medium,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,71.44,kucoin,77.03,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: R:R برای Watchlist کافی نیست: 0.91 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Thesis: Bearish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",65.1,Good,⭐⭐⭐,MONITOR,Avoid,17,0.91,2.29,1.0,5861.98,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,18.19,2026-07-12 00:00:00,76.86 - 77.31,78.40,75.89 | 74.98 | 74.07,MIXED,50,50,35,CAUTION,33.3,16.7,50.0,35.33,logs/reports/daily_report_20260712_075247.md
BNB/USDT,4h,NEUTRAL,30,20,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,85,NEUTRAL_DOMINANT,2.75,kucoin,575.286,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.65,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 00:00:00,نامشخص,نامشخص,,MIXED,50,50,35,CAUTION,33.3,16.7,50.0,35.33,logs/reports/daily_report_20260712_075247.md
XRP/USDT,4h,NEUTRAL,14,7,Low,Medium,MONITOR_ONLY,QUIET,NEUTRAL,85,NEUTRAL_DOMINANT,0.91,kucoin,1.09959,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 00:00:00,نامشخص,نامشخص,,MIXED,50,50,35,CAUTION,33.3,16.7,50.0,35.33,logs/reports/daily_report_20260712_075247.md
DOGE/USDT,4h,NEUTRAL,14,4,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,85,NEUTRAL_DOMINANT,0.82,kucoin,0.07342,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 00:00:00,نامشخص,نامشخص,,MIXED,50,50,35,CAUTION,33.3,16.7,50.0,35.33,logs/reports/daily_report_20260712_075247.md
SOL/USDT,4h,SHORT,70,72,Medium,Low,WATCHLIST,TRENDING_BEAR,SHORT,50,CONFLICTED,85.56,kucoin,76.52,"Trade Guard: ACTIONABLE -> MONITOR | Trade Guard reason: R:R برای Actionable کافی نیست: 0.92 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bearish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",77.9,Strong,⭐⭐⭐⭐,MONITOR,Avoid,29,0.92,2.32,1.0,5845.8,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,75.0,2026-07-12 04:00:00,76.35 - 76.81,77.89,75.38 | 74.46 | 73.54,NEUTRAL,83,83,15,MONITOR,0.0,16.7,83.3,15.35,logs/reports/daily_report_20260712_114828.md
XRP/USDT,4h,NEUTRAL,41,34,Low,Low,MONITOR_ONLY,QUIET,NEUTRAL,85,NEUTRAL_DOMINANT,11.57,kucoin,1.09127,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",8.5,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 04:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,15,MONITOR,0.0,16.7,83.3,15.35,logs/reports/daily_report_20260712_114828.md
BNB/USDT,4h,NEUTRAL,27,31,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,5.13,kucoin,572.225,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",2.85,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 04:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,15,MONITOR,0.0,16.7,83.3,15.35,logs/reports/daily_report_20260712_114828.md
DOGE/USDT,4h,NEUTRAL,27,31,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,5.13,kucoin,0.07295,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",2.85,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 04:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,15,MONITOR,0.0,16.7,83.3,15.35,logs/reports/daily_report_20260712_114828.md
ETH/USDT,4h,NEUTRAL,22,12,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,100,NEUTRAL_DOMINANT,1.46,kucoin,1798.87,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 04:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,15,MONITOR,0.0,16.7,83.3,15.35,logs/reports/daily_report_20260712_114828.md
BTC/USDT,4h,NEUTRAL,18,10,Low,Low,MONITOR_ONLY,TRENDING_BULL,NEUTRAL,85,NEUTRAL_DOMINANT,1.2,kucoin,63883.6,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-1.65,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 04:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,15,MONITOR,0.0,16.7,83.3,15.35,logs/reports/daily_report_20260712_114828.md
ETH/USDT,4h,LONG,59,51,Low-Medium,Low,WATCHLIST,TRENDING_BULL,LONG,50,CONFLICTED,75.28,kucoin,1803.74,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: R:R برای Watchlist کافی نیست: 0.89 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هم‌راستا است | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",68.8,Good,⭐⭐⭐,MONITOR,Avoid,22,0.89,2.27,1.0,6554.55,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,33.87,2026-07-12 08:00:00,"1,798 - 1,807","1,775","1,827 | 1,846 | 1,865",NEUTRAL,67,67,22,MONITOR,33.3,0.0,66.7,22.48,logs/reports/daily_report_20260712_154305.md
BNB/USDT,4h,LONG,66,57,Low-Medium,Low,WATCHLIST,TRENDING_BULL,NEUTRAL,65,MIXED,63.57,kucoin,580.061,"Trade Guard: WATCHLIST -> MONITOR | Trade Guard reason: R:R برای Watchlist کافی نیست: 0.86 | Trade Guard reason: Trade Quality برابر Avoid است | ارزش زیرنظر گرفتن دارد | MTF هنوز جهت‌دار نیست | Thesis: Bullish Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",56.56,Weak,⭐⭐,MONITOR,Avoid,27,0.86,2.0,1.0,8285.71,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,41.13,2026-07-12 08:00:00,579 - 581,573,586 | 590 | 594,NEUTRAL,67,67,22,MONITOR,33.3,0.0,66.7,22.48,logs/reports/daily_report_20260712_154305.md
SOL/USDT,4h,NEUTRAL,42,39,Low,Low,MONITOR_ONLY,TRENDING_BEAR,NEUTRAL,100,NEUTRAL_DOMINANT,12.17,kucoin,76.94,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",8.9,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,22,MONITOR,33.3,0.0,66.7,22.48,logs/reports/daily_report_20260712_154305.md
BTC/USDT,4h,NEUTRAL,27,24,Low,Low,MONITOR_ONLY,QUIET,NEUTRAL,100,NEUTRAL_DOMINANT,2.67,kucoin,64014.8,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.6,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-2.09,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,22,MONITOR,33.3,0.0,66.7,22.48,logs/reports/daily_report_20260712_154305.md
DOGE/USDT,4h,NEUTRAL,29,17,Low,Low,MONITOR_ONLY,UNKNOWN,NEUTRAL,100,NEUTRAL_DOMINANT,1.96,kucoin,0.07327,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,22,MONITOR,33.3,0.0,66.7,22.48,logs/reports/daily_report_20260712_154305.md
XRP/USDT,4h,NEUTRAL,22,14,Low,Low,MONITOR_ONLY,QUIET,NEUTRAL,100,NEUTRAL_DOMINANT,1.52,kucoin,1.0968,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",0.0,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 08:00:00,نامشخص,نامشخص,,NEUTRAL,67,67,22,MONITOR,33.3,0.0,66.7,22.48,logs/reports/daily_report_20260712_154305.md
ETH/USDT,4h,LONG,53,48,Low-Medium,Low,NOT_ACTIONABLE,TRENDING_BULL,NEUTRAL,65,MIXED,40.35,kucoin,1821.36,"MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Bullish Thesis | Conflicts: 2 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",34.26,Ignore,⭐,IGNORE,Avoid,10,0.89,2.25,1.0,6869.81,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,"1,816 - 1,825","1,794","1,844 | 1,862 | 1,880",NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_201015.md
BTC/USDT,4h,NEUTRAL,30,31,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,85,NEUTRAL_DOMINANT,5.83,kucoin,64226.6,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",3.4,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,-5.7,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_201015.md
BNB/USDT,4h,NEUTRAL,30,31,Low,Low,MONITOR_ONLY,SIDEWAYS,NEUTRAL,100,NEUTRAL_DOMINANT,5.13,kucoin,579.665,"فعلاً فقط مانیتور شود | MTF هنوز جهت‌دار نیست | Volume تأیید نداده | Thesis: Neutral / Monitor Thesis | Conflicts: 1 | Historical economics: p=0.0%, E[R]=+0.000, n=0, status=MISSING",2.7,Ignore,⭐,IGNORE,Avoid,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,MISSING,False,0.0,0.0,2026-07-12 16:00:00,نامشخص,نامشخص,,NEUTRAL,83,83,7,MONITOR,16.7,0.0,83.3,6.73,logs/reports/daily_report_20260712_201015.md
